TIME,LATITUDE,LONGITUDE,TYPE,NR-TAC,NR-PCI,NR-CI,NR-ARFCN,CSI-RSRP,CSI-RSRQ,CSI-SINR,SS-RSRP,SS-RSRQ,SS-SINR,TAC,PCI,ECI,EARFCN,BAND_WIDTH,RSSI,RSRP,RSRQ,SINR,CQI,LAC,CI,RXLEV,ARFCN,BSIC,PSC,UARFCN,NID,BID,SID,CDMADBM,CDMAECIO,EVDODBM,EVDOECIO,EVDOSNR
20230113 17:41:53.465,31.023157,121.434545,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-68,-8,19.2,,,,,,,,,,,,,,,,
20230113 17:41:54.291,31.023181,121.434554,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-68,-8,19.2,,,,,,,,,,,,,,,,
20230113 17:41:55.256,31.023207,121.434559,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-68,-8,19.2,,,,,,,,,,,,,,,,
20230113 17:41:55.634,31.023207,121.434559,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-61,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:41:56.278,31.023234,121.434561,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-61,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:41:57.273,31.023262,121.434559,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-61,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:41:57.824,31.023262,121.434559,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-65,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:41:58.274,31.02329,121.43455,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-65,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:41:59.272,31.023319,121.434537,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-65,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:42:00.112,31.023319,121.434537,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-63,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:42:00.276,31.023349,121.434524,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-63,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:42:01.273,31.02338,121.434511,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-63,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:42:02.273,31.02338,121.434511,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-63,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:42:02.318,31.02338,121.434511,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-65,-12,19.2,,,,,,,,,,,,,,,,
20230113 17:42:02.322,31.023409,121.434496,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-65,-12,19.2,,,,,,,,,,,,,,,,
20230113 17:42:03.269,31.023437,121.434478,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-65,-12,19.2,,,,,,,,,,,,,,,,
20230113 17:42:04.275,31.023465,121.434461,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-65,-12,19.2,,,,,,,,,,,,,,,,
20230113 17:42:04.463,31.023465,121.434461,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-67,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:42:05.295,31.023496,121.434449,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-67,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:42:06.274,31.023527,121.434438,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-67,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:42:06.599,31.023527,121.434438,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-65,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:42:07.277,31.023558,121.434425,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-65,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:42:08.288,31.023587,121.434408,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-65,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:42:08.801,31.023587,121.434408,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-61,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:42:09.280,31.023616,121.43439,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-61,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:42:10.283,31.023648,121.434374,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-61,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:42:10.865,31.023648,121.434374,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-60,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:42:11.019,31.023648,121.434374,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-63,-8,19.2,,,,,,,,,,,,,,,,
20230113 17:42:11.295,31.023679,121.434359,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-63,-8,19.2,,,,,,,,,,,,,,,,
20230113 17:42:12.285,31.023709,121.434342,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-63,-8,19.2,,,,,,,,,,,,,,,,
20230113 17:42:13.310,31.023739,121.434324,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-63,-8,19.2,,,,,,,,,,,,,,,,
20230113 17:42:13.330,31.023739,121.434324,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-61,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:42:14.291,31.023769,121.43431,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-61,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:42:15.284,31.023801,121.434298,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-61,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:42:15.435,31.023801,121.434298,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-60,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:42:16.294,31.023832,121.434285,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-60,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:42:17.245,31.023862,121.434272,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-60,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:42:17.551,31.023862,121.434272,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-61,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:42:18.269,31.023891,121.434259,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-61,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:42:19.286,31.023922,121.434248,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-61,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:42:19.711,31.023922,121.434248,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-64,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:42:20.277,31.023953,121.434234,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-64,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:42:21.279,31.023982,121.43422,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-64,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:42:21.988,31.023982,121.43422,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-58,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:42:22.280,31.024014,121.434207,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-58,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:42:22.551,31.024014,121.434207,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-58,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:42:23.277,31.024045,121.434192,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-58,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:42:24.262,31.024045,121.434192,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-59,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:42:24.283,31.024077,121.434177,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-59,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:42:25.286,31.024077,121.434177,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-59,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:42:25.291,31.024107,121.434161,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-59,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:42:26.281,31.024138,121.434146,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-59,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:42:26.367,31.024138,121.434146,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-60,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:42:27.264,31.02417,121.434134,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-60,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:42:28.269,31.024202,121.434123,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-60,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:42:28.539,31.024202,121.434123,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-60,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:42:29.273,31.024233,121.43411,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-60,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:42:30.274,31.024263,121.434097,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-60,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:42:30.734,31.024263,121.434097,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-61,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:42:31.277,31.024292,121.434085,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-61,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:42:32.289,31.024321,121.434073,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-61,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:42:32.993,31.024321,121.434073,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-63,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:42:33.275,31.02435,121.434059,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-63,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:42:34.272,31.02438,121.434045,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-63,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:42:35.207,31.02438,121.434045,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-57,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:42:35.244,31.02438,121.434045,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-64,-8,19.2,,,,,,,,,,,,,,,,
20230113 17:42:35.266,31.024409,121.434032,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-64,-8,19.2,,,,,,,,,,,,,,,,
20230113 17:42:36.275,31.024409,121.434032,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-64,-8,19.2,,,,,,,,,,,,,,,,
20230113 17:42:36.334,31.024436,121.434018,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-64,-8,19.2,,,,,,,,,,,,,,,,
20230113 17:42:37.273,31.024456,121.434007,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-64,-8,19.2,,,,,,,,,,,,,,,,
20230113 17:42:37.403,31.024456,121.434007,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-63,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:42:38.275,31.024486,121.433995,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-63,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:42:39.275,31.024517,121.433982,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-63,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:42:39.552,31.024517,121.433982,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-60,-12,19.2,,,,,,,,,,,,,,,,
20230113 17:42:40.291,31.024546,121.43397,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-60,-12,19.2,,,,,,,,,,,,,,,,
20230113 17:42:41.192,31.024546,121.43397,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-58,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:42:41.267,31.024575,121.433957,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-58,-7,19.2,,,,,,,,,,,,,,,,
20230113 17:42:41.731,31.024575,121.433957,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-61,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:42:42.278,31.024599,121.433944,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-61,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:42:43.288,31.024625,121.433926,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-61,-6,19.2,,,,,,,,,,,,,,,,
20230113 17:42:43.748,31.024625,121.433926,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-61,-8,19.2,,,,,,,,,,,,,,,,
20230113 17:42:44.292,31.024655,121.43391,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-61,-8,19.2,,,,,,,,,,,,,,,,
20230113 17:42:45.280,31.024683,121.433896,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-61,-8,19.2,,,,,,,,,,,,,,,,
20230113 17:42:46.258,31.024683,121.433896,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-66,-8,19.2,,,,,,,,,,,,,,,,
20230113 17:42:46.293,31.024714,121.433886,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-66,-8,19.2,,,,,,,,,,,,,,,,
20230113 17:42:47.330,31.024746,121.433878,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-66,-8,19.2,,,,,,,,,,,,,,,,
20230113 17:42:48.290,31.024782,121.433866,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-66,-8,19.2,,,,,,,,,,,,,,,,
20230113 17:42:48.414,31.024782,121.433866,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-62,-8,19.2,,,,,,,,,,,,,,,,
20230113 17:42:49.265,31.024816,121.433849,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-62,-8,19.2,,,,,,,,,,,,,,,,
20230113 17:42:50.206,31.024816,121.433849,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-58,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:42:50.272,31.024848,121.433832,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-58,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:42:50.551,31.024848,121.433832,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-63,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:42:51.272,31.02488,121.433819,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-63,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:42:51.612,31.02488,121.433819,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-63,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:42:52.274,31.024912,121.433806,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-63,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:42:53.274,31.024942,121.43379,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-63,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:42:54.330,31.024973,121.433776,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-63,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:42:54.901,31.024973,121.433776,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-67,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:42:55.277,31.025004,121.433766,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-67,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:42:56.206,31.025004,121.433766,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-58,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:42:56.247,31.025037,121.433754,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-58,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:42:57.004,31.025037,121.433754,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-66,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:42:57.260,31.025069,121.433742,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-66,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:42:58.283,31.025099,121.433731,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-66,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:42:59.197,31.025099,121.433731,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-67,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:42:59.271,31.025129,121.433717,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-67,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:43:00.299,31.025159,121.433703,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-67,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:43:01.275,31.025189,121.433688,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-67,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:43:01.416,31.025189,121.433688,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-68,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:43:02.291,31.025218,121.433674,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-68,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:43:03.265,31.025245,121.433658,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-68,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:43:03.566,31.025245,121.433658,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-67,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:43:04.287,31.025274,121.433643,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-67,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:43:05.261,31.025305,121.433631,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-67,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:43:05.739,31.025305,121.433631,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-67,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:43:06.263,31.025335,121.43362,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-67,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:43:07.253,31.025365,121.433609,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-67,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:43:07.981,31.025365,121.433609,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-66,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:43:08.268,31.025395,121.433597,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-66,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:43:09.274,31.025424,121.433584,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-66,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:43:10.273,31.025452,121.433571,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-66,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:43:10.299,31.025452,121.433571,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-67,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:43:11.255,31.025481,121.433556,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-67,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:43:12.273,31.02551,121.433542,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-67,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:43:13.262,31.02554,121.433527,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-67,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:43:14.267,31.025569,121.433513,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-67,-9,19.2,,,,,,,,,,,,,,,,
20230113 17:43:14.496,31.025569,121.433513,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-66,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:43:15.274,31.025599,121.4335,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-66,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:43:16.276,31.025629,121.433488,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-66,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:43:16.654,31.025629,121.433488,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-66,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:43:17.267,31.02566,121.433473,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-66,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:43:18.275,31.025692,121.433458,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-66,-11,19.2,,,,,,,,,,,,,,,,
20230113 17:43:18.800,31.025692,121.433458,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-68,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:43:19.264,31.025721,121.433443,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-68,-10,19.2,,,,,,,,,,,,,,,,
20230113 17:43:20.296,31.025752,121.433429,LTE,,,,,,,,,,,6234,410,217313361,1300,10000,,-68,-10,19.2,,,,,,,,,,,,,,,,
